,participant_ID,treatment,block_progressive_ID,trial_ID_in_block,left-0-right,block_type,block_order,block_stimuli,trial_ID,start_position,value_left_1,value_left_2,value_left_3,value_left_4,value_left_5,value_left_6,value_right_1,value_right_2,value_right_3,value_right_4,value_right_5,value_right_6,total_left,total_right,waiting_elapsed,side_chosen,choice_correct,bonus_block_type,bonus_trial_number_chosen,bonus_trial_correct,bonus_total
47,5,1,1,48,2,6,1,2,48,4,42.0,57.0,67.0,43.0,10.0,75.0,32.0,80.0,81.0,78.0,69.0,81.0,294.0,421.0,200.02800000000286,1,1,,,,
48,5,1,1,49,2,6,1,2,49,2,68.0,75.0,86.0,70.0,61.0,84.0,48.0,25.0,37.0,57.0,55.0,27.0,444.0,249.0,383.3869999999529,0,1,,,,
49,5,1,1,50,1,6,1,2,50,1,74.0,63.0,41.0,33.0,89.0,59.0,51.0,83.0,58.0,41.0,80.0,59.0,359.0,372.0,433.39400000001166,1,1,,,,
50,5,1,2,1,1,2,3,1,51,3,61.0,89.0,39.0,82.0,54.0,61.0,75.0,38.0,72.0,47.0,87.0,51.0,388.0,368.0,316.96399999995486,0,1,,,,
51,5,1,2,2,1,2,3,1,52,1,76.0,90.0,62.0,85.0,82.0,73.0,55.0,89.0,47.0,79.0,80.0,69.0,402.0,485.0,333.3800000000046,1,1,,,,
52,5,1,2,3,2,2,3,1,53,4,72.0,77.0,42.0,29.0,60.0,85.0,86.0,72.0,27.0,77.0,44.0,78.0,418.0,331.0,283.37300000002136,0,1,,,,
53,5,1,2,4,1,2,3,1,54,1,55.0,83.0,38.0,38.0,57.0,47.0,81.0,43.0,66.0,38.0,43.0,86.0,340.0,335.0,333.3800000000047,1,0,,,,
54,5,1,2,5,1,2,3,1,55,1,44.0,85.0,72.0,85.0,60.0,72.0,87.0,75.0,79.0,66.0,83.0,73.0,425.0,456.0,366.7180000000168,1,1,,,,
55,5,1,2,6,1,2,3,1,56,3,56.0,23.0,46.0,71.0,45.0,64.0,47.0,53.0,60.0,40.0,51.0,85.0,305.0,336.0,350.04899999994086,1,1,,,,
56,5,1,2,7,1,2,3,1,57,3,77.0,83.0,79.0,88.0,67.0,85.0,87.0,66.0,39.0,76.0,41.0,25.0,390.0,423.0,400.05599999999396,0,0,,,,
