,block_type,treatment,start_position,setup_a1,setup_a2,setup_a3,setup_a4,setup_a5,setup_a6,setup_b1,setup_b2,setup_b3,setup_b4,setup_b5,setup_b6,total_left,total_right,waiting_elapsed,side_chosen,choice_correct,choice_correct.1,bonus_block_type,bonus_trial_number_chosen,bonus_trial_correct,bonus_total,participant_ID,block_progressive_ID,trial_ID,trial_ID_block,block_order,block_stimuli,left-0-right
41,6,2,1,38.0,19.0,28.0,16.0,24.0,19.0,19.0,23.0,74.0,22.0,19.0,27.0,144.0,184.0,500.27339999998213,1,1,1,,,,,12,2,42,12,0,2,1
42,6,2,1,33.0,28.0,23.0,12.0,46.0,56.0,38.0,13.0,19.0,54.0,11.0,50.0,198.0,185.0,566.7460000000311,0,1,1,,,,,12,2,43,13,0,2,1
43,6,2,4,20.0,59.0,36.0,29.0,52.0,12.0,35.0,37.0,24.0,24.0,37.0,13.0,208.0,170.0,416.7250000000351,0,1,1,,,,,12,2,44,14,0,2,2
44,6,2,1,24.0,52.0,11.0,34.0,30.0,12.0,37.0,41.0,15.0,64.0,35.0,39.0,163.0,231.0,383.3869999999997,1,1,1,,,,,12,2,45,15,0,2,1
45,6,2,3,30.0,77.0,35.0,51.0,23.0,18.0,29.0,81.0,48.0,85.0,66.0,49.0,234.0,358.0,566.7459999999846,1,1,1,,,,,12,2,46,16,0,2,1
46,6,2,1,61.0,74.0,30.0,49.0,47.0,25.0,14.0,56.0,52.0,36.0,77.0,66.0,286.0,301.0,433.65140000004334,1,1,1,,,,,12,2,47,17,0,2,1
47,6,2,3,23.0,29.0,29.0,11.0,60.0,70.0,33.0,22.0,11.0,29.0,27.0,66.0,222.0,188.0,500.0699999999605,0,1,1,,,,,12,2,48,18,0,2,1
48,6,2,4,80.0,28.0,24.0,17.0,29.0,79.0,14.0,63.0,34.0,52.0,21.0,35.0,257.0,219.0,533.4080000000308,0,1,1,,,,,12,2,49,19,0,2,2
49,6,2,4,36.0,60.0,34.0,10.0,13.0,85.0,14.0,45.0,65.0,49.0,49.0,40.0,238.0,262.0,433.3940000000178,0,0,0,,,,,12,2,50,20,0,2,2
50,6,2,1,50.0,14.0,11.0,53.0,10.0,19.0,37.0,34.0,22.0,39.0,34.0,40.0,157.0,206.0,533.4079999999493,0,0,0,,,,,12,2,51,21,0,2,1
51,6,2,1,27.0,46.0,75.0,24.0,44.0,16.0,61.0,72.0,11.0,12.0,33.0,25.0,232.0,214.0,1166.8300000000852,0,1,1,,,,,12,2,52,22,0,2,1
52,6,2,4,12.0,41.0,12.0,25.0,27.0,55.0,30.0,39.0,64.0,70.0,77.0,48.0,172.0,328.0,616.7529999999912,1,1,1,,,,,12,2,53,23,0,2,2
53,6,2,2,22.0,15.0,12.0,66.0,54.0,39.0,18.0,58.0,64.0,16.0,26.0,20.0,208.0,202.0,816.7810000000519,1,0,0,,,,,12,2,54,24,0,2,2
54,6,2,4,41.0,29.0,45.0,33.0,19.0,34.0,30.0,66.0,36.0,15.0,20.0,22.0,201.0,189.0,516.7389999998617,1,0,0,,,,,12,2,55,25,0,2,2
55,6,2,2,23.0,56.0,78.0,55.0,43.0,25.0,48.0,29.0,45.0,53.0,19.0,46.0,280.0,240.0,416.72500000002333,0,1,1,,,,,12,2,56,26,0,2,2
