,participant_ID,treatment,block_progressive_ID,trial_ID_in_block,left-0-right,block_type,block_order,block_stimuli,trial_ID,start_position,value_left_1,value_left_2,value_left_3,value_left_4,value_left_5,value_left_6,value_right_1,value_right_2,value_right_3,value_right_4,value_right_5,value_right_6,total_left,total_right,waiting_elapsed,side_chosen,choice_correct,bonus_block_type,bonus_trial_number_chosen,bonus_trial_correct,bonus_total
89,7,1,3,30,0,1,2,1,90,0,51.0,81.0,52.0,83.0,82.0,69.0,25.0,90.0,79.0,73.0,75.0,66.0,418.0,408.0,449.9943000001368,0,1,,,,
90,7,1,4,1,0,4,2,2,91,0,41.0,72.0,46.0,31.0,33.0,50.0,62.0,67.0,29.0,84.0,44.0,71.0,273.0,357.0,916.6530000000727,1,1,,,,
91,7,1,4,2,0,4,2,2,92,0,87.0,46.0,61.0,90.0,50.0,34.0,61.0,45.0,80.0,88.0,78.0,76.0,368.0,428.0,216.66310000023805,1,1,,,,
92,7,1,4,3,0,4,2,2,93,0,78.0,87.0,48.0,53.0,19.0,36.0,67.0,68.0,72.0,25.0,47.0,90.0,321.0,369.0,399.99440000024634,1,1,,,,
93,7,1,4,4,0,4,2,2,94,0,63.0,34.0,78.0,26.0,14.0,51.0,68.0,78.0,78.0,72.0,76.0,25.0,266.0,397.0,383.32700000014154,1,1,,,,
94,7,1,4,5,0,4,2,2,95,0,84.0,56.0,80.0,74.0,83.0,90.0,26.0,88.0,86.0,69.0,80.0,46.0,467.0,395.0,216.6641999997199,0,1,,,,
95,7,1,4,6,0,4,2,2,96,0,90.0,55.0,44.0,70.0,86.0,63.0,74.0,73.0,69.0,79.0,61.0,84.0,408.0,440.0,433.32679999982946,1,1,,,,
96,7,1,4,7,0,4,2,2,97,0,78.0,63.0,32.0,50.0,88.0,89.0,76.0,90.0,80.0,90.0,88.0,87.0,400.0,511.0,483.32570000053374,1,1,,,,
97,7,1,4,8,0,4,2,2,98,0,78.0,58.0,78.0,85.0,45.0,47.0,62.0,80.0,65.0,66.0,76.0,85.0,391.0,434.0,416.6604999997654,1,1,,,,
98,7,1,4,9,0,4,2,2,99,0,64.0,82.0,70.0,81.0,62.0,39.0,74.0,81.0,69.0,87.0,72.0,69.0,398.0,452.0,499.9926000002771,1,1,,,,
99,7,1,4,10,0,4,2,2,100,0,61.0,85.0,76.0,81.0,61.0,80.0,86.0,65.0,64.0,62.0,83.0,65.0,444.0,425.0,799.9893000001551,1,0,,,,
100,7,1,4,11,0,4,2,2,101,0,42.0,70.0,21.0,64.0,90.0,44.0,79.0,54.0,90.0,61.0,38.0,51.0,331.0,373.0,416.6611000000965,1,1,,,,
101,7,1,4,12,0,4,2,2,102,0,65.0,26.0,52.0,65.0,37.0,64.0,48.0,69.0,75.0,40.0,46.0,75.0,309.0,353.0,483.32650000005964,1,1,,,,
102,7,1,4,13,0,4,2,2,103,0,90.0,76.0,56.0,47.0,83.0,53.0,86.0,20.0,55.0,47.0,76.0,37.0,405.0,321.0,399.99399999943563,0,1,,,,
103,7,1,4,14,0,4,2,2,104,0,58.0,55.0,72.0,84.0,82.0,71.0,68.0,52.0,50.0,89.0,65.0,89.0,422.0,413.0,649.9896000001581,0,1,,,,
104,7,1,4,15,0,4,2,2,105,0,63.0,37.0,87.0,57.0,89.0,68.0,67.0,56.0,43.0,55.0,52.0,28.0,401.0,301.0,349.9955000000075,0,1,,,,
105,7,1,4,16,0,4,2,2,106,0,25.0,90.0,79.0,73.0,75.0,66.0,51.0,81.0,52.0,83.0,82.0,69.0,408.0,418.0,883.3165999998337,1,1,,,,
106,7,1,4,17,0,4,2,2,107,0,75.0,45.0,70.0,57.0,26.0,84.0,52.0,75.0,50.0,65.0,53.0,70.0,357.0,365.0,549.9919999996201,1,1,,,,
107,7,1,4,18,0,4,2,2,108,0,77.0,73.0,60.0,71.0,62.0,81.0,68.0,65.0,62.0,47.0,58.0,85.0,424.0,385.0,483.32620000010354,0,1,,,,
