block_type,treatment,start_position,setup_a1,setup_a2,setup_a3,setup_a4,setup_a5,setup_a6,setup_b1,setup_b2,setup_b3,setup_b4,setup_b5,setup_b6,total_left,total_right,waiting_elapsed,side_chosen,choice_correct,choice_correct,bonus_block_type,bonus_trial_number_chosen,bonus_trial_correct,bonus_total
sim-numbers,up,0,85,67,80,75,37,48,88,89,50,66,90,21,392,404,350.1539999999804,right,true,true,,,,
sim-numbers,up,0,88,47,67,72,39,65,52,72,26,59,30,76,378,315,400.17599999997765,right,false,false,,,,
sim-numbers,up,0,79,67,71,41,88,72,79,64,88,55,73,45,418,404,500.2200000000653,left,true,true,,,,
sim-numbers,up,0,23,55,72,72,56,70,51,33,41,89,89,32,348,335,367.1769999999321,right,false,false,,,,
sim-numbers,up,0,73,49,52,59,43,77,85,52,36,50,52,77,353,352,817.0259999998844,right,false,false,,,,
sim-numbers,up,0,54,36,89,80,73,80,79,55,30,37,43,70,412,314,366.8279999999794,left,true,true,,,,
sim-numbers,up,0,86,85,56,39,69,55,45,87,41,88,77,32,390,370,366.8279999999795,right,false,false,,,,
sim-numbers,up,0,44,64,83,31,72,57,83,78,82,54,28,72,351,397,316.80599999995906,right,true,true,,,,
sim-numbers,up,0,70,22,58,84,39,53,31,90,77,81,21,65,326,365,416.84999999993005,right,true,true,,,,
sim-numbers,up,0,45,87,41,88,77,32,86,85,56,39,69,55,370,390,366.8279999999794,right,true,true,,,,
sim-numbers,up,0,85,71,76,39,74,57,48,38,72,60,76,79,402,373,350.1539999999804,right,false,false,,,,
sim-numbers,up,0,75,45,74,58,89,61,72,70,58,56,28,57,402,341,333.48000000000457,left,true,true,,,,
sim-numbers,up,0,62,72,77,83,53,82,77,78,90,88,89,84,429,506,516.8939999999245,right,true,true,,,,
sim-numbers,up,0,35,63,77,44,78,55,77,80,83,68,26,85,352,419,350.15399999998044,right,true,true,,,,
sim-numbers,up,0,84,15,37,73,75,53,39,76,59,35,50,59,337,318,433.52400000002245,right,false,false,,,,
sim-numbers,up,0,72,68,50,35,50,78,76,88,59,88,51,56,353,418,350.15399999998033,right,true,true,,,,
sim-numbers,up,0,85,82,63,73,84,84,83,48,56,42,87,79,471,395,350.4284000000684,left,true,true,,,,
sim-numbers,up,0,72,70,58,56,28,57,75,45,74,58,89,61,341,402,366.8279999999795,right,true,true,,,,
sim-numbers,up,0,82,53,88,48,84,89,74,85,63,70,55,85,444,432,333.4799999999581,left,true,true,,,,
sim-numbers,up,0,85,76,87,70,78,35,66,88,45,72,86,75,431,432,300.1320000003325,right,true,true,,,,
sim-numbers,up,0,89,85,88,70,54,80,25,56,59,62,63,32,466,297,333.4799999999582,left,true,true,,,,
sim-numbers,up,0,31,90,77,81,21,65,70,22,58,84,39,53,365,326,383.50199999995516,left,true,true,,,,
sim-numbers,up,0,86,89,78,71,76,59,70,67,50,72,50,47,459,356,316.80600000000555,left,true,true,,,,
sim-numbers,up,0,90,72,88,29,28,77,79,87,47,36,67,46,384,362,333.4800000000048,left,true,true,,,,
sim-numbers,up,0,60,48,69,54,34,88,72,27,89,89,83,56,353,416,316.80600000000555,left,false,false,,,,
sim-numbers,up,0,51,32,73,39,67,76,79,34,61,48,28,77,338,327,383.50199999995516,right,false,false,,,,
sim-numbers,up,0,39,76,59,35,50,59,84,15,37,73,75,53,318,337,350.15399999998033,left,false,false,,,,
sim-numbers,up,0,82,76,66,60,78,82,56,86,75,52,19,57,444,345,350.1539999999805,left,true,true,,,,
sim-numbers,up,0,51,81,64,40,87,16,50,54,77,90,88,33,339,392,1150.5059999999355,right,true,true,,,,
sim-numbers,up,0,52,86,60,59,84,79,56,49,82,66,17,84,420,354,483.75880000006885,right,false,false,,,,
sim-numbers,up,0,22,31,66,80,27,87,83,58,75,28,69,77,313,390,7669.638299999764,left,false,false,,,,
sim-numbers,up,0,57,43,37,78,61,90,71,72,18,86,57,50,366,354,450.19800000004483,left,true,true,,,,
alt-numbers,up,b_on_left,76,53,72,87,63,84,69,61,27,70,83,20,390,375,550.2419999999927,right,false,false,,,,
alt-numbers,up,b_on_right,79,75,56,82,82,85,44,60,90,63,46,71,436,397,383.5019999999786,right,false,false,,,,
alt-numbers,up,a_on_left,45,56,25,26,71,56,76,89,83,81,39,73,339,381,483.54599999997293,left,false,false,,,,
alt-numbers,up,a_on_left,88,55,88,51,80,46,66,54,71,67,30,61,423,334,366.8279999999795,right,false,false,,,,
alt-numbers,up,b_on_left,22,74,90,53,89,83,50,72,74,69,58,28,383,379,300.13200000002973,left,true,true,,,,
alt-numbers,up,b_on_right,61,61,88,28,68,61,69,84,35,71,37,88,393,358,316.8059999999591,left,true,true,,,,
alt-numbers,up,a_on_right,61,77,89,80,87,50,77,86,71,78,72,87,458,457,316.80600000000555,right,false,false,,,,
alt-numbers,up,b_on_right,90,78,75,59,77,29,40,58,80,67,59,50,341,421,467.04699999997393,left,false,false,,,,
alt-numbers,up,a_on_left,22,74,90,53,89,83,50,72,74,69,58,28,383,379,734.0519999998861,right,false,false,,,,
alt-numbers,up,a_on_right,63,47,73,80,85,71,83,86,70,68,35,88,440,409,508.0701000001281,left,true,true,,,,
alt-numbers,up,b_on_right,83,37,71,41,82,62,45,79,17,47,88,86,352,386,200.1960000000428,right,true,true,,,,
alt-numbers,up,b_on_left,88,55,88,51,80,46,66,54,71,67,30,61,423,334,350.3430000000865,left,true,true,,,,
alt-numbers,up,a_on_left,80,27,70,60,85,47,80,29,24,64,68,61,407,288,200.1960000000428,left,true,true,,,,
alt-numbers,up,a_on_left,63,76,61,62,71,15,56,81,57,27,41,86,349,347,767.4179999999475,right,false,false,,,,
alt-numbers,up,b_on_left,86,55,41,27,64,49,85,43,47,35,85,60,408,269,216.66666666666657,left,true,true,,,,
alt-numbers,up,a_on_right,59,61,63,88,43,48,26,81,89,56,50,89,423,330,1075.9933666721133,left,true,true,,,,
alt-numbers,up,a_on_left,43,76,23,79,52,51,49,85,59,88,90,70,316,449,643.2314666622013,left,false,false,,,,
alt-numbers,up,a_on_right,54,51,30,79,72,62,87,84,84,45,71,59,380,398,1434.7380000000599,right,true,true,,,,
alt-numbers,up,b_on_right,54,51,30,79,72,62,87,84,84,45,71,59,380,398,867.5159999999462,right,true,true,,,,
alt-numbers,up,a_on_right,79,75,56,82,82,85,44,60,90,63,46,71,436,397,1208.7417999998677,right,false,false,,,,
alt-numbers,up,b_on_left,63,76,61,62,71,15,56,81,57,27,41,86,349,347,618.9393000001089,right,false,false,,,,
alt-numbers,up,b_on_right,90,73,75,19,35,69,50,32,44,67,69,45,305,363,3134.6498667048854,right,true,true,,,,
alt-numbers,up,b_on_right,77,81,76,30,82,41,74,82,71,79,81,85,398,461,1234.5420000001332,right,true,true,,,,
alt-numbers,up,a_on_left,60,72,88,88,49,55,82,85,77,50,84,54,440,404,1167.8100000000563,right,false,false,,,,
alt-numbers,up,b_on_left,86,68,78,72,85,80,81,75,84,33,76,81,490,409,600.5879999998726,right,false,false,,,,
alt-numbers,up,b_on_left,80,27,70,60,85,47,80,29,24,64,68,61,407,288,684.0029999999565,left,true,true,,,,
alt-numbers,up,a_on_right,51,66,80,90,85,56,85,40,34,25,58,84,361,393,650.6369999998719,right,true,true,,,,
alt-numbers,up,a_on_right,78,85,43,60,72,55,64,78,60,62,32,80,420,349,517.1729999998352,right,false,false,,,,
alt-numbers,up,b_on_left,35,63,88,80,75,69,47,24,60,53,63,81,368,370,283.6109999998472,left,false,false,,,,
alt-numbers,up,a_on_left,40,84,85,61,37,82,61,64,86,80,79,45,388,416,300.2939999998082,right,true,true,,,,
alt-numbers,up,a_on_right,70,36,72,59,88,78,45,85,38,51,45,64,373,358,1706.6895666737973,left,true,true,,,,
alt-numbers,up,a_on_right,83,37,71,41,82,62,45,79,17,47,88,86,352,386,2135.4240000000923,left,false,false,,,,
