block_type,treatment,start_position,setup_a1,setup_a2,setup_a3,setup_a4,setup_a5,setup_a6,setup_b1,setup_b2,setup_b3,setup_b4,setup_b5,setup_b6,total_left,total_right,waiting_elapsed,side_chosen,choice_correct,choice_correct,bonus_block_type,bonus_trial_number_chosen,bonus_trial_correct,bonus_total
alt-numbers,up,a_on_right,60,66,51,75,68,85,86,50,61,81,63,88,445,389,383.32729999991125,left,true,true,,,,
alt-numbers,up,a_on_right,51,60,69,50,84,79,86,68,83,62,61,72,391,434,316.6625000000932,right,true,true,,,,
alt-numbers,up,a_on_left,56,87,62,83,52,41,38,55,83,58,73,64,364,388,383.3283000000287,right,true,true,,,,
alt-numbers,up,b_on_right,55,61,75,42,56,72,72,50,40,68,80,57,350,378,349.9945999998599,right,true,true,,,,
alt-numbers,up,a_on_left,40,57,49,81,83,47,78,89,47,39,73,34,370,347,316.6615999999457,right,false,false,,,,
alt-numbers,up,a_on_right,79,69,72,72,89,83,60,38,42,86,60,85,433,402,216.66320000025442,left,true,true,,,,
alt-numbers,up,b_on_left,80,34,67,80,57,79,87,84,61,63,78,87,430,427,883.320200000098,right,false,false,,,,
alt-numbers,up,b_on_left,19,86,42,40,47,87,86,84,51,72,82,71,327,440,216.66360000027345,right,true,true,,,,
alt-numbers,up,a_on_left,62,86,79,88,45,85,83,78,34,80,80,85,383,502,249.9958000001963,right,true,true,,,,
alt-numbers,up,a_on_right,41,68,57,54,28,31,40,74,89,59,57,40,326,312,299.99550000037993,right,false,false,,,,
alt-numbers,up,b_on_left,18,78,65,62,75,72,82,82,88,90,70,29,398,413,216.6638999998104,right,true,true,,,,
alt-numbers,up,a_on_left,77,85,89,81,76,81,42,23,34,45,28,88,346,403,383.3272000000811,right,true,true,,,,
alt-numbers,up,b_on_left,75,59,82,83,62,65,69,71,42,60,40,22,370,360,399.99480000007895,right,false,false,,,,
alt-numbers,up,b_on_left,89,47,55,36,65,68,58,66,69,83,64,90,400,390,433.32750000003733,left,true,true,,,,
alt-numbers,up,a_on_left,81,75,61,69,55,50,27,65,66,74,74,56,364,389,1349.980500000296,left,false,false,,,,
alt-numbers,up,b_on_left,56,87,62,83,52,41,38,55,83,58,73,64,364,388,216.66339999996126,right,true,true,,,,
alt-numbers,up,a_on_left,89,47,55,36,65,68,58,66,69,83,64,90,400,390,216.66400000001303,right,false,false,,,,
alt-numbers,up,b_on_left,79,41,47,74,59,87,75,85,81,86,82,85,423,458,349.9944999999367,right,true,true,,,,
alt-numbers,up,b_on_left,77,85,89,81,76,81,42,23,34,45,28,88,346,403,466.65909999995495,right,true,true,,,,
alt-numbers,up,a_on_left,79,41,47,74,59,87,75,85,81,86,82,85,423,458,583.324699999718,right,true,true,,,,
alt-numbers,up,b_on_left,43,89,61,56,87,44,77,35,81,66,39,47,388,337,383.3274999995251,left,true,true,,,,
,,,,,,,,,,,,,,,,,,,,,alt-bars,29,true,
,,,,,,,,,,,,,,,,,,,,,seq-numbers,8,true,
,,,,,,,,,,,,,,,,,,,,,sim-numbers,19,true,
,,,,,,,,,,,,,,,,,,,,,sim-bars,22,true,
,,,,,,,,,,,,,,,,,,,,,seq-bars,9,true,
,,,,,,,,,,,,,,,,,,,,,alt-numbers,15,false,
,,,,,,,,,,,,,,,,,,,,,,,,5
